# Upstream-format rows (REGION,TECHNOLOGY,YEAR,VALUE per otoole convention).
# NOT wired into t1_confection/OG_csvs_inputs -- for later manual promotion only.
scenario,REGION,TECHNOLOGY,YEAR,VALUE,change
VGB,GLOBAL,PWRPETPERXX,2037,3.002,new
VGB,GLOBAL,PWRPETPERXX,2038,3.002,new
VGB,GLOBAL,PWRPETPERXX,2039,3.002,new
VGB,GLOBAL,PWRPETPERXX,2040,3.002,new
VGB,GLOBAL,PWRPETPERXX,2041,3.002,new
VGB,GLOBAL,PWRPETPERXX,2042,3.002,new
VGB,GLOBAL,PWRPETPERXX,2043,3.002,new
VGB,GLOBAL,PWRPETPERXX,2044,3.002,new
VGB,GLOBAL,PWRPETPERXX,2045,3.002,new
VGB,GLOBAL,PWRPETPERXX,2046,1.0007,new
VGB,GLOBAL,PWRPETPERXX,2047,1.0007,new
VGB,GLOBAL,PWRPETPERXX,2048,1.0007,new
VGB,GLOBAL,PWRPETPERXX,2049,1.0007,new
VGB,GLOBAL,PWRPETPERXX,2050,1.0007,new
VGB,GLOBAL,PWRPETPRYXX,2027,0.0031,new
VGB,GLOBAL,PWRPETPRYXX,2028,0.0031,new
VGB,GLOBAL,PWRPETPRYXX,2029,0.0031,new
VGB,GLOBAL,PWRPETPRYXX,2030,0.0031,new
VGB,GLOBAL,PWRPETPRYXX,2031,0.0031,new
VGB,GLOBAL,PWRPETPRYXX,2032,0.0031,new
VGB,GLOBAL,PWRPETPRYXX,2033,0.0031,new
VGB,GLOBAL,PWRPETPRYXX,2034,0.0031,new
VGB,GLOBAL,PWRPETPRYXX,2035,0.0031,new
VGB,GLOBAL,PWRPETPRYXX,2036,0.0031,new
VGB,GLOBAL,PWRPETPRYXX,2037,0.0031,new
VGB,GLOBAL,PWRPETPRYXX,2038,0.0031,new
VGB,GLOBAL,PWRPETPRYXX,2039,0.0031,new
VGB,GLOBAL,PWRPETPRYXX,2040,0.0031,new
VGB,GLOBAL,PWRPETPRYXX,2041,0.0031,new
VGB,GLOBAL,PWRPETPRYXX,2042,0.0031,new
VGB,GLOBAL,PWRPETPRYXX,2043,0.0031,new
VGB,GLOBAL,PWRPETPRYXX,2044,0.0031,new
VGB,GLOBAL,PWRPETPRYXX,2045,0.0031,new
VGB,GLOBAL,PWRPETPRYXX,2046,0.0031,new
VGB,GLOBAL,PWRPETPRYXX,2047,0.0031,new
VGB,GLOBAL,PWRPETPRYXX,2048,0.0031,new
VGB,GLOBAL,PWRPETPRYXX,2049,0.0031,new
VGB,GLOBAL,PWRPETPRYXX,2050,0.0031,new
VGB,GLOBAL,PWRPETURYXX,2027,1.6699,new
VGB,GLOBAL,PWRPETURYXX,2028,1.6699,new
VGB,GLOBAL,PWRPETURYXX,2029,1.6699,new
VGB,GLOBAL,PWRPETURYXX,2030,1.6699,new
VGB,GLOBAL,PWRPETURYXX,2031,1.6699,new
VGB,GLOBAL,PWRPETURYXX,2032,1.6699,new
VGB,GLOBAL,PWRPETURYXX,2033,1.6699,new
VGB,GLOBAL,PWRPETURYXX,2034,1.6699,new
VGB,GLOBAL,PWRPETURYXX,2035,1.6699,new
VGB,GLOBAL,PWRPETURYXX,2036,1.6699,new
VGB,GLOBAL,PWRPETURYXX,2037,1.6699,new
VGB,GLOBAL,PWRPETURYXX,2038,1.6699,new
VGB,GLOBAL,PWRPETURYXX,2039,1.6699,new
VGB,GLOBAL,PWRPETURYXX,2040,1.6699,new
VGB,GLOBAL,PWRPETURYXX,2041,1.6699,new
VGB,GLOBAL,PWRPETURYXX,2042,1.6699,new
VGB,GLOBAL,PWRPETURYXX,2043,1.6699,new
VGB,GLOBAL,PWRPETURYXX,2044,1.6699,new
VGB,GLOBAL,PWRPETURYXX,2045,1.6699,new
VGB,GLOBAL,PWRPETURYXX,2046,1.6699,new
VGB,GLOBAL,PWRPETURYXX,2047,1.6699,new
VGB,GLOBAL,PWRPETURYXX,2048,1.6699,new
VGB,GLOBAL,PWRPETURYXX,2049,1.6699,new
VGB,GLOBAL,PWRPETURYXX,2050,1.6699,new
